id	pid	title	authors	venue	source	year
50|doi_dedup___::f2d9c3626ccf464eca9e27d7f7438b29	10.1145/792550.792556,10.1145/945546.945550	what have we been doing for the last quarter of a century?,Analysis of papers from twenty-five years of SIGIR conferences: what have we been doing for the last quarter of a century?,Analysis of papers from twenty-five years of SIGIR conferences	Tom Sødring,Cathal Gurrin,Gary Keogh,Alan F. Smeaton,Kieran McDonald	ACM SIGIR Forum	Crossref	2002-09-01
50|doi_________::075868ec6691613a6b46b697f0479546	10.1109/wi-iat.2009.313	Recommending New Tags Using Domain-Ontologies,Recommending New Tags Using Domain-Ontologies	Nirmal Pudota,Antonina Dattolo,Carlo Tasso,Andrea Baruzzo	2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology	Crossref,Web Intelligence/IAT Workshops	2009-01-01
50|doi_dedup___::9b6be37284881f817ef7e62bd13412e8	10.18653/v1/w15-4638	MultiLing 2015: Multilingual Summarization of Single and Multi-Documents, On-line Fora, and Call-center Conversations,MultiLing 2015: Multilingual Summarization of Single and Multi-Documents, On-line Fora, and Call-center Conversations	Mijail Kabadjov,Jeff Kubina,Massimo Poesio,John M. Conroy,Udo Kruschwitz,Josef Steinberger,George Giannakopoulos,Benoit Favre	Proceedings of the 16th Annual Meeting of the Special Interest Group on Discourse and Dialogue	Crossref,SIGDIAL Conference,Scopus - Elsevier,HAL,Sigdial,https://hal-amu.archives-ouvertes.fr/hal-01194230,Sigdial, 2015, Unknown, Unknown Region,Sigdial, 2015, Unknown, Unknown or Invalid Region. 2015	2015-01-01
50|doi_dedup___::9ea6c46adcfb2d56fef0ce63021b6f68	10.1109/tpami.2004.108,15521495	Learning to detect objects in images via a sparse, part-based representation,Learning to detect objects in images via a sparse, part-based representation	A. Awan,Shivani Agarwal,Dan Roth	IEEE Transactions on Pattern Analysis and Machine Intelligence	Crossref	2004-11-01
50|doi_________::c3a5678785aa3a2885fd073b64612ccc	10.1093/ijl/3.4.235	Introduction to WordNet: An On-line Lexical Database,Introduction to WordNet: An On-line Lexical Database<sup>*</sup>	Derek Gross,Christiane Fellbaum,Katherine J. Miller,Richard Beckwith,George A. Miller	International Journal of Lexicography	Crossref	1990-01-01
50|doi_dedup___::5f2f6f6e41b15e20e087f8e53c277324	10.1007/11829263_5,20.500.11820/5b831e80-31c9-4abe-ab97-15787ad2a0fc	Best-First rippling,Best-First Rippling	Lucas Dixon,Moa Johansson,Alan Bundy	\N	Crossref,Reasoning, Action and Interaction in AI Theories and Systems ISBN: 9783540379010,Reasoning, Action and Interaction in AI Theories and Systems,Johansson , M , Bundy , A & Dixon , L 2006 , Best-First Rippling . in O Stock & M Schaerf (eds) , Reasoning, Action and Interaction in AI Theories and Systems : Essays Dedicated to Luigia Carlucci Aiello . Lecture Notes in Computer Science , vol. 4155 , Springer Berlin Heidelberg , pp. 83-100 . https://doi.org/10.1007/11829263_5	2006-01-01
50|doi_dedup___::b8044bf5f8f739cc9eae0f4f14012601	10.2139/ssrn.3199424,10.1016/j.websem.2009.07.002	DBpedia - A Crystallization Point for the Web of Data,DBpedia - A Crystallization Point for the Web of Data	Sebastian Hellmann,Georgi Kobilarov,Richard Cyganiak,Sören Auer,Christian Bizer,Christian Becker,Jens Lehmann	SSRN Electronic Journal	Crossref	2009-01-01
50|doi_________::84da61048a04f13bd0f6db486f87fa92	10.1007/3-540-44503-x_20	Why and Where: A Characterization of Data Provenance,Why and Where: A Characterization of Data Provenance	Wang-Chiew Tan,Peter Buneman,Sanjeev Khanna	\N	Crossref,Database Theory — ICDT 2001 ISBN: 9783540414568,ICDT	2001-01-01
50|doi_________::8e0f7758b3f27064a1f210e59437e606	10.1109/icdar.2007.4377009	An Automatic Mathematical Expression Understanding System,An Automatic Mathematical Expression Understanding System	Xin Jiang,Yusheng Guo,Lei Huang,Chang-Ping Liu	Ninth International Conference on Document Analysis and Recognition (ICDAR 2007) Vol 2	Crossref,ICDAR	2007-09-01
50|doi_dedup___::a72ac2ffaaa8ecd587a9bd73f118de74	10.1109/icpr.2008.4761821,11380/591996	Describing texture directions with Von Mises distributions,Describing Texture Directions with Von Mises Distributions	Rita Cucchiara,Daniele Borghesani,Costantino Grana	2008 19th International Conference on Pattern Recognition	Crossref,ICPR,Scopus - Elsevier	2008-12-01
50|doi_________::30b97213ff67d3d1e34acf4e5252f88f	10.1109/tsmcc.2011.2109710	A Survey on Visual Content-Based Video Indexing and Retrieval,A Survey on Visual Content-Based Video Indexing and Retrieval	Stephen J. Maybank,Li Li,Weiming Hu,Xianglin Zeng,Nianhua Xie	IEEE Transactions on Systems, Man, and Cybernetics, Part C (Applications and Reviews)	Crossref	2011-11-01
50|doi_________::76b98736ec0852a4064f91e96327a89a	10.1002/bult.70	The Dublin Core: A Simple Content Description Model for Electronic Resources,The Dublin Core: A Simple Content Description Model for Electronic Resources	Stuart Weibel	Bulletin of the American Society for Information Science and Technology	Crossref	2005-01-31
50|doi_________::d77df8c82dd7d290015df9fd08473f04	10.1515/bpasts-2016-0049	Application of response surface methodology and fuzzy logic based system for determining metal cutting temperature,Application of response surface methodology and fuzzy logic based system for determining metal cutting temperature	Saša Ranđelović,Dejan Tanikić,Goran Devedžić,Velibor Marinković,Miodrag Manić	Bulletin of the Polish Academy of Sciences Technical Sciences	Crossref	2016-06-01
50|doi_________::e6b521538ba1e6ca815fbb8184c5d3ef	10.1007/3-540-45632-5_17	Some Alternative Formulations of the Event Calculus,Some Alternative Formulations of the Event Calculus	Rob Miller,Murray Shanahan	\N	Crossref,Computational Logic: Logic Programming and Beyond ISBN: 9783540439608,Computational Logic: Logic Programming and Beyond	2002-01-01
50|doi_dedup___::bbb7f1df50a42273cdc45e9dae15882c	10.4018/978-1-60960-031-0.ch001,10.4018/978-1-60960-783-8.ch301	History, Evolution, and Impact of Digital Libraries,History, Evolution, and Impact of Digital Libraries	Leonardo Candela,Pasquale Pagano,Donatella Castelli	\N	Crossref,E-Publishing and Digital Libraries,E-Publishing and Digital Libraries: Legal and Organizational Issues, edited by Iglezakis, Ioannis ; Synodinou, Tatiana-Eleni, pp. 1–30. Hershey: IGI Global, 2011,info:cnr-pdr/source/autori:Pagano, Pasquale ; Candela, Leonardo ; Castelli, Donatella/titolo:History, evolution, and impact of digital libraries/titolo_volume:E-Publishing and Digital Libraries: Legal and Organizational Issues/curatori_volume:Iglezakis, Ioannis ; Synodinou, Tatiana-Eleni/editore: /anno:2011	2011-01-01
50|doi_________::503277375c55f9279a35cb1bbe49eb1f	10.1007/11768012_2	Scrutable adaptation: because we can and must,Scrutable Adaptation: Because We Can and Must	Judy Kay	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783540346968,AH	2006-01-01
50|doi_________::8304d89edc76bb793b0c71188a3f6c94	10.1007/978-3-540-76280-5_5	Machine Learning for Digital Document Processing: from Layout Analysis to Metadata Extraction,Machine Learning for Digital Document Processing: from Layout Analysis to Metadata Extraction	Stefano Ferilli,Teresa Maria Altomare Basile,Floriana Esposito,Nicola Di Mauro	\N	Crossref,Machine Learning in Document Analysis and Recognition ISBN: 9783540762799,Machine Learning in Document Analysis and Recognition	2008-01-01
50|doi_________::fdc2a92fef0b1a8a06a3b23020a9ab4b	10.1002/bult.2005.1720310504	Social informatics: Overview, principles and opportunities,Social informatics: Overview, principles and opportunities	Steve Sawyer	Bulletin of the American Society for Information Science and Technology	Crossref	2006-10-18
50|doi_________::54780423543544eb9ecd18285673af5f	10.1109/tkde.2009.191	A Survey on Transfer Learning,A Survey on Transfer Learning	Qiang Yang,Sinno Jialin Pan	IEEE Transactions on Knowledge and Data Engineering	Crossref	2010-10-01
50|doi_dedup___::551e04e7001ca23ee2ea4ae0d1a30941	10.1016/0277-9536(91)90288-n,2017721	Information-giving in medical consultations: the influence of patients' communicative styles and personal characteristics.,Information-giving in medical consultations: The influence of patients' communicative styles and personal characteristics	Richard L. Street	Social Science &amp; Medicine	Crossref	1991-01-01
50|doi_dedup___::d6bf80e9192d49a44e610088f71c741d	10.1371/journal.pone.0173987,28301533,PMC5354423	Practices of research data curation in institutional repositories: A qualitative view from repository staff,Practices of research data curation in institutional repositories: A qualitative view from repository staff	Dong Joon Lee,Besiki Stvilia	PLOS ONE	Crossref,PLoS ONE, Vol 12, Iss 3, p e0173987 (2017)	2017-03-16
50|doi_________::4e64b56aa63579b2db7890cdcd9e9bc8	10.1145/2093548.2093553	Gaining wisdom from crowds,Gaining wisdom from crowds	Neil Savage	Communications of the ACM	Crossref	2012-03-01
50|doi_dedup___::4345fb3e973cf4cea161dc34ace267d3	10.1007/978-0-85729-859-1_20	Recognition of Tables and Forms	Bertrand Coüasnon,Aurélie Lemaitre	\N	Crossref,Handbook of Document Image Processing and Recognition,https://hal.inria.fr/hal-01087230,David Doermann; Karl Tombre. Handbook of Document Image Processing and Recognition, 2014, &#x27E8;10.1007/978-0-85729-859-1&#x27E9;	2014-01-01
50|doi_________::705488a145babde835abce8563cdb8c7	10.1016/0167-8655(90)90112-f	Use of gray value distribution of run lengths for texture analysis,Use of gray value distribution of run lengths for texture analysis	James F. Greenleaf,Chandra M. Sehgal,A. Chu	Pattern Recognition Letters	Crossref	1990-06-01
50|doi_dedup___::98e01cdb8c10ee4c90d5ea8509c93a4b	10.1371/journal.pone.0119189,25734776,PMC4348479	Ectopic Expression of Vaccinia Virus E3 and K3 Cannot Rescue Ectromelia Virus Replication in Rabbit RK13 Cells,Ectopic Expression of Vaccinia Virus E3 and K3 Cannot Rescue Ectromelia Virus Replication in Rabbit RK13 Cells	Sherry L. Haller,Stefan Rothenburg,Erin S. Hand,Chen Peng,Adam R. Hersperger	PLOS ONE	Crossref,PLoS ONE, Vol 10, Iss 3, p e0119189 (2015),PloS one, vol 10, iss 3	2015-03-03
50|doi_dedup___::8f9c999fa244d0af86d81e9a44773bad	10.1145/1290082.1290111,10.1184/r1/6605300.v1,10.1184/r1/6605300	Evaluating bag-of-visual-words representations in scene classification,Evaluating bag-of-visual-words representations in scene classification	Chong-Wah Ngo,Alexander G. Hauptmann,Yu-Gang Jiang,Jun Yang	Proceedings of the international workshop on Workshop on multimedia information retrieval	Crossref,Multimedia Information Retrieval	2007-09-24
50|doi_________::4970597e2d32f891a79a4d6ea05b58e2	10.2200/s00459ed1v01y201212hlt018	Computational Modeling of Narrative	Inderjeet Mani	Synthesis Lectures on Human Language Technologies	Crossref	2012-12-31
50|doi_________::1c1c67dfa351a7abb23888ad3f75d4fe	10.1007/978-3-642-22913-8	Learning Structure and Schemas from Documents,Learning Structure and Schemas from Documents	Marenglen Biba,Fatos Xhafa	\N	Crossref,Studies in Computational Intelligence ISBN: 9783642229121,Learning Structure and Schemas from Documents	2011-01-01
50|doi_________::1dac18572f9f359690abe4608708834c	10.1145/503104.503110	the concept revisited,Placing search in context	Evgeniy Gabrilovich	ACM Transactions on Information Systems	Crossref	2002-01-01
50|doi_________::93a6febf5c543557eb0d1b1eb4cab009	10.3115/1219840.1219885	Incorporating Non-local Information into Information Extraction Systems by Gibbs Sampling,Incorporating non-local information into information extraction systems by Gibbs sampling	Christopher D. Manning,Jenny Rose Finkel,Trond Grenager	Proceedings of the 43rd Annual Meeting on Association for Computational Linguistics  - ACL '05	Crossref,ACL	2005-01-01
50|doi_________::ef4b7dbf512683f49940cb20e5d1d432	10.1109/icme.2005.1521454	Auto cropping for digital photographs,Auto Cropping for Digital Photographs	Mingju Zhang,Lin Feng,Wei-Ying Ma,Lei Zhang,Yanfeng Sun	2005 IEEE International Conference on Multimedia and Expo	Crossref,ICME	2005-10-24
50|doi_dedup___::37958b9bacf654a2d85156a4d1b96f10	10.1002/hbm.1058,11747097,PMC6871862	Nonparametric permutation tests for functional neuroimaging: A primer with examples,Nonparametric permutation tests for functional neuroimaging: A primer with examples	Andrew P. Holmes,Thomas E. Nichols	Human Brain Mapping	Crossref	2001-11-12
50|doi_dedup___::e99e8155054b2a947c31fc69237b50e3	10.4135/9781446214572	An Introduction to Game Studies: Games in Culture	Frans Mäyrä	\N	Crossref,Tampere University	2008-01-01
50|doi_________::044b9e31268c6a2414c1b38a04e5bca9	10.1007/978-3-642-37382-4_12	Improving robustness and flexibility of concept taxonomy learning from text,Improving Robustness and Flexibility of Concept Taxonomy Learning from Text	Fulvio Rotella,Stefano Ferilli,Fabio Leuzzi	\N	Crossref,New Frontiers in Mining Complex Patterns ISBN: 9783642373817,NFMCP	2013-01-01
50|doi_________::53d56b0595669ee1c5bda9f651f4d3fb	10.1515/mfir.1999.28.4.110	Why Digitize?	Abby Smith	Microform &amp; Imaging Review	Crossref	1999-01-01
50|doi_________::599079f939a14255cb0466aed3a49396	10.1007/s10032-006-0021-1	Using colour information to understand censorship cards of film archives,Using colour information to understand censorship cards of film archives	Antonio Varlaro,Donato Malerba,Michelangelo Ceci,O. Altamura,Margherita Berardi	International Journal of Document Analysis and Recognition (IJDAR)	Crossref	2006-08-08
50|doi_________::fffacdce8f3b1dee12fc3e8003d995c6	10.1007/978-3-031-02279-1	The 5S (Societies, Scenarios, Spaces, Structures, Streams) Approach,Theoretical Foundations for Digital Libraries	Edward A. Fox,Marcos André Gonçalves,Rao Shen	\N	Crossref,Synthesis Lectures on Information Concepts, Retrieval, and Services ISBN: 9783031011511	2012-01-01
50|doi_dedup___::4ea2ef26a8de6ba9fe375561b5138c09	10.1093/annonc/mdx065,27993816	No pain, no gain… What we can learn from a trial reporting negative results.,No pain, no gain… What we can learn from a trial reporting negative results	A. Di Leo,Laura Biganzoli,Emanuela Risi	Annals of Oncology	Crossref	2017-04-01
50|doi_________::74bb88abbaee32adffaeaf486aec51c6	10.1117/12.206067	Video browsing using clustering and scene transitions on compressed sequences,&lt;title&gt;Video browsing using clustering and scene transitions on compressed sequences&lt;/title&gt;	Bede Liu,Minerva M. Yeung,Wayne Wolf,Boon-Lock Yeo	SPIE Proceedings	Crossref	1995-03-14
50|doi_dedup___::55777afacba0b84c1ef10b4a73d79a22	10.1007/s00799-005-0130-3,10.48550/arxiv.cs/0501012,cs/0501012	Fedora: an architecture for complex objects and their relationships,Fedora: an architecture for complex objects and their relationships	Chris Wilper,Carl Lagoze,Edwin Shin,Sandy Payette	International Journal on Digital Libraries	Crossref	2005-12-29
50|doi_________::b9ffcafcf011249867ea80f735332f6c	10.1007/978-3-540-30229-2_13	An Ontology-Based Publish/Subscribe System	Jinling Wang,Beihong Jin,Jing Li	\N	Crossref,Middleware 2004 ISBN: 9783540234289	2004-01-01
50|doi_dedup___::30c01f501780c84d17d4938034bf26d2	10.1145/3184558.3186205	Social Mining &amp; Big Data Ecosystem,SoBigData: Social Mining & Big Data Ecosystem,SoBigData	Valerio Grossi,Kalina Bontcheva,Roberto Trasarti,Fosca Giannotti	Companion of the The Web Conference 2018 on The Web Conference 2018  - WWW '18	Crossref,WWW (Companion Volume),27th International World Wide Web, WWW 2018, pp. 437–438, Lyon, France, 23-27/04/2018,info:cnr-pdr/source/autori:Giannotti F.; Trasarti R.; Bontcheva K.; Grossi V./congresso_nome:27th International World Wide Web, WWW 2018/congresso_luogo:Lyon, France/congresso_data:23-27%2F04%2F2018/anno:2018/pagina_da:437/pagina_a:438/intervallo_pagine:437–438	2018-01-01
50|doi_________::d79f182aba24774a91381cd2393ba75c	10.1007/s00799-009-0050-8	The LEMO annotation framework: weaving multimedia annotations with the web,The LEMO annotation framework: weaving multimedia annotations with the web	Christian Sadilek,Ross King,Bernhard Haslhofer,Wolfgang Jochum,Karin Schellner	International Journal on Digital Libraries	Crossref	2009-03-21
50|doi_________::1c45c39dba8335f4adfec839af19527c	10.1017/cbo9780511809088	Introduction to Lattices and Order	B. A. Davey,H. A. Priestley	\N	Crossref	2002-04-18
50|doi_________::e49fe6c73947b34920b9355e4bcff055	10.1145/234313.234424	Interoperability	Peter Wegner	ACM Computing Surveys	Crossref	1996-03-01
50|doi_dedup___::1fa794efbef12cb627f22ab94c47968b	10.1016/j.procs.2016.08.194	Approximate Matching in ACSM Dissimilarity Measure,Approximate Matching in ACSM Dissimilarity Measure	Alessia Amelio	Procedia Computer Science	Crossref,KES	2016-01-01
