id	pid	title	authors	venue	source	year
50|doi_________::f6eec0c5c09d959cd79a0f2edfadd09b	10.17723/aarc.71.2.p0h0t68547385507	Digital Curation/Digital Archiving: A View from the National Archives of Australia,Digital Curation/Digital Archiving: A View from the National Archives of Australia	Adrian Cunningham	The American Archivist	Crossref	2008-09-01
50|doi_________::f77070d4af3a8348e115d5ea5cc40e6c	10.14778/2002938.2002941	Distance-constraint reachability computation in uncertain graphs,Distance-constraint reachability computation in uncertain graphs	Lin Liu,Ruoming Jin,Bolin Ding,Haixun Wang	Proceedings of the VLDB Endowment	Crossref	2011-06-01
50|doi_________::fc570d066c46d6b104d3ef04115d3911	10.1145/1028099.1028103	What lies beneath?,Information systems interoperability: What lies beneath?,Information systems interoperability	Sudha Ram,Jinsoo Park	ACM Transactions on Information Systems	Crossref	2004-10-01
50|doi_dedup___::2a669eb4e839a5251943bed92bf187cd	10.1002/9780470755679.ch15,10.4324/9780429494338-6	The Forms of Capital,The Forms of Capital	Pierre Bourdieu	Readings in Economic Sociology	Crossref,Readings in Economic Sociology,The Sociology of Economic Life ISBN: 9780429494338	2002-01-01
50|doi_dedup___::23a96ba5384dfb7177785ba5abf2791f	10.1145/1597735.1597760	F--a model of events based on the foundational ontology dolce+DnS ultralight,F--a model of events based on the foundational ontology dolce+DnS ultralight	Steffen Staab,Ansgar Scherp,Carsten Saathoff,Thomas Franz	Proceedings of the fifth international conference on Knowledge capture	Crossref,K-CAP,Proceedings of the fifth international conference on Knowledge capture - K-CAP '09	2009-09-01
50|doi_________::cea2d21775ad7aa5d7f9e129e5a114db	10.1177/016264348901000103	Touch Screen versus Keyboard: A Comparison of Task Performance of Young Children:,Touch Screen versus Keyboard: A Comparison of Task Performance of Young Children	John B. Merbler,Janice K. Battenberg	Journal of Special Education Technology	Crossref	1989-09-01
50|doi_________::ca94b0e7856e4ad4e1ffd156ad7df97c	10.3233/sw-2010-0017	Semantic Web - Interoperability, Usability, Applicability,Semantic Web – Interoperability, Usability, Applicability	Pascal Hitzler,Krzysztof Janowicz	Semantic Web	Crossref	2010-01-01
50|doi_dedup___::2f32aa8ab1deddd588efbc49c4291cd5	10.1038/sdata.2016.18,10.5451/unibas-ep53563,30890711,PMC4792175,20.500.11755/6315a0ac-b44e-4288-a233-0aab8d018ffd,1887/113770,1887/46904,11370/375ea45c-c996-42c3-82a5-830444f2f270,1871.1/db222ca5-4fb0-4e6e-9f13-f5422937774f,1765/79965	From core referencing to data re-use: two French national initiatives to reinforce paleodata stewardship (National Cyber Core Repository and LTER France Retro-Observatory),The FAIR Guiding Principles for scientific data management and stewardship,The FAIR Guiding Principles for scientific data management and stewardship	Mark D. Wilkinson,Michel Dumontier,IJsbrand Jan Aalbersberg,Gabrielle Appleton,Myles Axton,Arie Baak,Niklas Blomberg,Jan-Willem Boiten,Luiz Bonino da Silva Santos,Philip E. Bourne,Jildau Bouwman,Anthony J. Brookes,Tim Clark,Mercè Crosas,Ingrid Dillo,Olivier Dumon,Scott Edmunds,Chris T. Evelo,Richard Finkers,Alejandra Gonzalez-Beltran,Alasdair J.G. Gray,Paul Groth,Carole Goble,Jeffrey S. Grethe,Jaap Heringa,Peter A.C ’t Hoen,Rob Hooft,Tobias Kuhn,Ruben Kok,Joost Kok,Scott J. Lusher,Maryann E. Martone,Albert Mons,Abel L. Packer,Bengt Persson,Philippe Rocca-Serra,Marco Roos,Rene van Schaik,Susanna-Assunta Sansone,Erik Schultes,Thierry Sengstag,Ted Slater,George Strawn,Morris A. Swertz,Mark Thompson,Johan van der Lei,Erik van Mulligen,Jan Velterop,Andra Waagmeester,Peter Wittenburg,Katherine Wolstencroft,Jun Zhao,Barend Mons	Scientific Data	Crossref,Scientific Data, ISSN 2052-4463, 2016, Vol. 3,reponame:Archivo Digital UPM,instname:Universidad Politécnica de Madrid,Nature, 3. Nature Publishing Group,urn:issn:0028-0836,VOLUME=3;ISSN=0028-0836;TITLE=Nature,Scientific Data, 3,urn:issn:2052-4463,VOLUME=3;ISSN=2052-4463;TITLE=Scientific Data,Scientific Data, 2016(3), 160018,VOLUME=2016;ISSUE=3;STARTPAGE=160018;TITLE=Scientific Data,Scientific data, 3:Unsp 160018. Nature Publishing Group,VOLUME=3;ISSN=2052-4463;TITLE=Scientific data,Wilkinson , M D , Dumontier , M , Aalbersberg , IJ J , Appleton , G , Axton , M , Baak , A , Blomberg , N , Boiten , J W , da Silva Santos , L B , Bourne , P E , Bouwman , J , Brookes , A J , Clark , T , Crosas , M , Dillo , I , Dumon , O , Edmunds , S , Evelo , C T , Finkers , R , Gonzalez-Beltran , A , Gray , A J G , Groth , P , Goble , C , Grethe , J S , Heringa , J , 't Hoen , P A C , Hooft , R , Kuhn , T , Kok , R , Kok , J , Lusher , S J , Martone , M E , Mons , A , Packer , A L , Persson , B , Rocca-Serra , P , Roos , M , van Schaik , R , Sansone , S A , Schultes , E , Sengstag , T , Slater , T , Strawn , G , Swertz , M A , Thompson , M , Van Der Lei , J , Van Mulligen , E , Velterop , J , Waagmeester , A , Wittenburg , P , Wolstencroft , K , Zhao , J & Mons , B 2016 , ' The FAIR Guiding Principles for scientific data management and stewardship ' , Scientific Data , vol. 3 , 160018 . https://doi.org/10.1038/sdata.2016.18,Scientific Data 3 (2016),ISSN: 2052-4463,Sci Data,Scientific data, vol 3, iss 1,VOLUME=3;TITLE=Scientific Data,Scientific Data, 3:160018. Nature Publishing Group,Scientific data, 3:160018. Nature Publishing Group,urn:issn:14612348,VOLUME=3;ISSN=14612348;TITLE=Scientific Data,Wilkinson , M D , Dumontier , M , Aalbersberg , IJ J , Appleton , G , Axton , M , Baak , A , Blomberg , N , Boiten , J-W , da Silva Santos , L B , Bourne , P E , Bouwman , J , Brookes , A J , Clark , T , Crosas , M , Dillo , I , Dumon , O , Edmunds , S , Evelo , C T , Finkers , R , Gonzalez-Beltran , A , Gray , A J G , Groth , P T , Goble , C , Grethe , J S , Heringa , J , ’t Hoen , P A C , Hooft , R , Kuhn , T , Kok , R , Kok , J , Lusher , S J , Martone , M E , Mons , A , Packer , A L , Persson , B , Rocca-Serra , P , Roos , M , van Schaik , R , Sansone , S-A , Schultes , E , Sengstag , T , Slater , T , Strawn , G , Swertz , M A , Thompson , M , van der Lei , J , van Mulligen , E , Velterop , J , Waagmeester , A , Wittenburg , P , Wolstencroft , K , Zhao , J & Mons , B 2016 , ' The FAIR Guiding Principles for scientific data management and stewardship ' , Scientific Data , vol. 3 , 160018 . https://doi.org/10.1038/sdata.2016.18	2016-03-15
50|doi_dedup___::50884b8965d90a22e2bc0e8cdf9ad65b	10.1145/1600193.1600232	Annotations with EARMARK for arbitrary, overlapping and out-of order markup,Annotations with EARMARK for arbitrary, overlapping and out-of order markup	Silvio Peroni,Fabio Vitali	Proceedings of the 9th ACM symposium on Document engineering	Crossref,ACM Symposium on Document Engineering	2009-09-16
50|doi_dedup___::987eb7679650a7b9a4ca78eaf4d3197d	10.12871/clicit201429,11370/bb348da6-cf41-4740-9cf6-36f7d861c195	Overview of the Evalita 2014 SENTIment POLarity Classification Task,Overview of the Evalita 2014 SENTIment POLarity Classification Task	Viviana Patti,Valerio Basile,Andrea Bolioli,Paolo Rosso,Malvina Nissim	\N	Crossref,Proceedings of the 4th evaluation campaign of Natural Language Processing and Speech tools for Italian (EVALITA'14),https://hal.inria.fr/hal-01228925,Proceedings of the 4th evaluation campaign of Natural Language Processing and Speech tools for Italian (EVALITA'14), 2014, Pisa, Italy. &#x27E8;10.12871/clicit201429&#x27E9;,Proceedings of the 4th evaluation campaign of Natural Language Processing and Speech tools for Italian (EVALITA'14), 2014, Pisa, Italy. &#x3008;10.12871/clicit201429&#x3009;,https://hal.inria.fr/hal-01195786,Proceedings of the 4th evaluation campaign of Natural Language Processing and Speech tools for Italian (EVALITA'14), Dec 2014, Pisa, France. &#x27E8;10.12871/clicit201429&#x27E9;,Proceedings of the 4th evaluation campaign of Natural Language Processing and Speech tools for Italian (EVALITA'14), Dec 2014, Pisa, France. &#x3008;10.12871/clicit201429&#x3009;	2014-01-01
50|doi_________::894c5a3a0584231a977522676f4e0c21	10.1145/1066677.1066852	Language identification in web pages,Language identification in web pages	Mário J. Silva,Bruno Martins	Proceedings of the 2005 ACM symposium on Applied computing	Crossref,SAC	2005-03-13
50|doi_________::8f634482f427247fe2643867edce86a5	10.1629/2048-7754.171	Based on a paper presented at the 37th UKSG Conference, Harrogate, April 2014,The future of scholarly communications,The future of scholarly communications	David De Roure	Insights: the UKSG journal	Crossref	2014-11-01
50|doi_dedup___::4bdb9e8d54840741fc560204590612b8	10.1016/s0953-5438(02)00015-2	Discovering user communities on the Internet using unsupervised machine learning techniques,Discovering user communities on the Internet using unsupervised machine learning techniques	Georgios Paliouras,Constantine D. Spyropoulos,Vangelis Karkaletsis,Christos Papatheodorou	Interacting with Computers	Crossref,Interacting with Computers 14.6 (Dec 2002): 761-791.,Library and Information Science Abstracts (LISA),http://search.proquest.com/lisa/docview/57565857/1423C998C2E1C8BAEFC/2?accountid=17200	2002-12-01
50|doi_dedup___::a48b13e52e4b71e45d39dfb107659820	10.17723/aarc.54.3.125253r60389r011	Understanding Electronic Incunabula: A Framework for Research on Electronic Records,Understanding Electronic Incunabula: A Framework for Research on Electronic Records	Margaret Hedstrom	The American Archivist	Crossref,Scopus - Elsevier	1991-07-01
50|doi_________::8fc3b883acb3eee5f678cd996f7e37e8	10.1145/2629489	a free collaborative knowledgebase,Wikidata: a free collaborative knowledgebase,Wikidata	Denny Vrandecic,Markus Krötzsch	Communications of the ACM	Crossref	2014-09-23
50|doi_dedup___::4d5f23611eb6d0012f1424a4b934a64a	10.1109/cvpr.2016.13,10.48550/arxiv.1605.05395,1605.05395	Learning Deep Representations of Fine-Grained Visual Descriptions,Learning Deep Representations of Fine-Grained Visual Descriptions	Bernt Schiele,Zeynep Akata,Honglak Lee,Scott Reed	2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)	Crossref,CVPR	2016-06-01
50|doi_dedup___::6105c20fde19ee84720a62b85d624aaa	10.12688/f1000research.12037.2,10.12688/f1000research.12037.3,29188015,PMC5686505,2078.1/204821	A multi-disciplinary perspective on emergent and future innovations in peer review,A multi-disciplinary perspective on emergent and future innovations in peer review	Jonathan P. Tennant,Jonathan M. Dugan,Daniel Graziotin,Damien C. Jacques,François Waldner,Daniel Mietchen,Yehia Elkhatib,Lauren B. Collister,Christina K. Pikas,Tom Crick,Paola Masuzzo,Anthony Caravaggi,Devin R. Berg,Kyle E. Niemeyer,Tony Ross-Hellauer,Sara Mannheimer,Lillian Rigling,Daniel S. Katz,Bastian Greshake Tzovaras,Josmel Pacheco-Mendoza,Nazeefa Fatima,Marta Poblet,Marios Isaakidis,Dasapta Erwin Irawan,Sébastien Renaut,Christopher R. Madan,Lisa Matthias,Jesper Nørgaard Kjær,Daniel Paul O'Donnell,Cameron Neylon,Sarah Kearns,Manojkumar Selvaraju,Julien Colomb	F1000Research	Crossref,F1000Research, Vol. 6, p. 1151 [1-64] (2017),Universidad San Ignacio de Loyola,Repositorio Institucional - USIL,reponame:USIL-Institucional,instname:Universidad San Ignacio de Loyola,instacron:USIL,Tennant , J P , Dugan , J M , Graziotin , D , Jacques , D C , Waldner , F , Mietchen , D , Elkhatib , Y , B Collister , L , Pikas , C K , Crick , T , Masuzzo , P , Caravaggi , A , Berg , D R , Niemeyer , K E , Ross-Hellauer , T , Mannheimer , S , Rigling , L , Katz , D S , Greshake Tzovaras , B , Pacheco-Mendoza , J , Fatima , N , Poblet , M , Isaakidis , M , Irawan , D E , Renaut , S , Madan , C R , Matthias , L , Nørgaard Kjær , J , O'Donnell , D P , Neylon , C , Kearns , S , Selvaraju , M & Colomb , J 2017 , ' A multi-disciplinary perspective on emergent and future innovations in peer review ' , F1000Research , vol. 6 , pp. 1151 . https://doi.org/10.12688/f1000research.12037.3,F1000Research, Vol 6 (2017),2046-1402,UnpayWall,CORE,DOAJ-Articles,CrossRef,ORCID	2017-11-01
50|doi_dedup___::f46aba55836a0d8830f5e9de0060b88d	10.3115/1119355.1119372,10.7916/d88w3nn0	separating facts from opinions and identifying the polarity of opinion sentences,Towards answering opinion questions: separating facts from opinions and identifying the polarity of opinion sentences,Towards answering opinion questions	Vasileios Hatzivassiloglou,Hong Yu	Proceedings of the 2003 conference on Empirical methods in natural language processing  -	Crossref,EMNLP	2003-01-01
50|doi_dedup___::a3d894b301289a150638e431656ed91b	10.1007/s10579-018-9417-z	COVER : a linguistic resource combining common sense and lexicographic information,COVER: a linguistic resource combining common sense and lexicographic information	Antonio Lieto,Daniele Paolo Radicioni,Enrico Mensa	Language Resources and Evaluation	Crossref	2018-06-21
50|doi_________::d7d33a9d646c4769e6932e152dc820bb	10.1007/s10844-006-0003-2	Classifying web documents in a hierarchy of categories: a comprehensive study,Classifying web documents in a hierarchy of categories: a comprehensive study	Donato Malerba,Michelangelo Ceci	Journal of Intelligent Information Systems	Crossref	2007-01-19
50|doi_________::a6a924ead25238921b435aca84846e34	10.1007/978-3-540-72079-9_12	Hybrid web recommender systems,Hybrid Web Recommender Systems	Robin Burke	\N	Crossref,The Adaptive Web ISBN: 9783540720782,The Adaptive Web	2007-05-14
50|doi_________::c1c2c7b2ea2bb720f20d9bbc67c146c4	10.1145/1292591.1292592	Repeatable evaluation of search services in dynamic environments,Repeatable evaluation of search services in dynamic environments	Steven M. Beitzel,Eric C. Jensen,Ophir Frieder,Abdur Chowdhury	ACM Transactions on Information Systems	Crossref	2007-11-01
50|doi_________::0ff33abb4529de8c4661311111bf3948	10.1007/978-3-540-24681-7_19	Query Clustering for Boosting Web Page Ranking,Query Clustering for Boosting Web Page Ranking	Ricardo Baeza-Yates,Carlos Hurtado,Marcelo Mendoza	\N	Crossref,Advances in Web Intelligence ISBN: 9783540220091,AWIC	2004-01-01
50|doi_________::170ac08019fef33e166d8a10b976328c	10.1007/978-0-387-77745-0_4	Ontology for Preservation of Interactive Multimedia Performances,Ontology for Preservation of Interactive Multimedia Performances	Tran Vu Pham,Alexander Mikroyannidis,Bee Ong,Kia Ng,David Giaretta	\N	Crossref,Metadata and Semantics ISBN: 9780387777443,MTSR	2008-10-11
50|doi_dedup___::fcfcd1cd2b9c586e2451797a319e13fb	10.1007/978-3-319-68548-9_41,11380/1145952	Pixel Classification Methods to Detect Skin Lesions on Dermoscopic Medical Images,Pixel Classification Methods to Detect Skin Lesions on Dermoscopic Medical Images	Costantino Grana,Fabrizio Balducci	\N	Crossref,Image Analysis and Processing - ICIAP 2017 ISBN: 9783319685472,ICIAP (2)	2017-01-01
50|doi_________::8e34e8fc8c720d45e3b642868c571c93	10.1007/11901181_1	Suggested research directions for a new frontier – active conceptual modeling,Suggested Research Directions for a New Frontier – Active Conceptual Modeling	Peter P. Chen	\N	Crossref,Conceptual Modeling - ER 2006 ISBN: 9783540472247,ER	2006-01-01
50|doi_________::8f54ac0c36f9d979b04ee47fd68f4424	10.1016/j.future.2008.06.012	Workflows and e-Science: An overview of workflow system features and capabilities,Workflows and e-Science: An overview of workflow system features and capabilities	Dennis Gannon,Ewa Deelman,Matthew Shields,Ian Taylor	Future Generation Computer Systems	Crossref	2009-05-01
50|doi_dedup___::ae8ed1b2f551f71bb555983264654d5d	10.1145/3018661.3018699,10.24963/ijcai.2018/738,10.48550/arxiv.1608.04468,1608.04468	Unbiased Learning-to-Rank with Biased Feedback,Unbiased Learning-to-Rank with Biased Feedback.,Unbiased Learning-to-Rank with Biased Feedback	Thorsten Joachims,Adith Swaminathan,Tobias Schnabel	Proceedings of the Tenth ACM International Conference on Web Search and Data Mining	Crossref,WSDM,IJCAI	2017-02-02
50|doi_________::129b7bdee812412a76a9b442bcd33dc6	10.1007/978-3-319-41938-1	11th Italian Research Conference on Digital Libraries, IRCDL 2015, Bolzano, Italy, January 29-30, 2015, Revised Selected Papers,Digital Libraries on the Move: 11th Italian Research Conference on Digital Libraries, IRCDL 2015, Bolzano, Italy, January 29-30, 2015, Revised Selected Papers,Digital Libraries on the Move	Carlo Tasso,Dario De Nart,Diego Calvanese	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319419374,Digital Libraries on the Move	2016-01-01
50|doi_________::91aae4d59ab854c918b1ee72ffe02892	10.1109/2945.841119	Graph visualization and navigation in information visualization: A survey,Graph visualization and navigation in information visualization: A survey	M. S Marshall,Ivan Herman,Guy Melançon	IEEE Transactions on Visualization and Computer Graphics	Crossref	2000-01-01
50|doi_________::a4a31a2818869c984bccadc40346051b	10.1080/01639370902737240	Metadata Quality in Digital Repositories: A Survey of the Current State of the Art,Metadata Quality in Digital Repositories: A Survey of the Current State of the Art	Jung-ran Park	Cataloging &amp; Classification Quarterly	Crossref	2009-04-09
50|doi_dedup___::0c1181c9659cf7fe4849a63c8b737011	10.1109/tmm.2002.802021,11245/1.202838	Systematic evaluation of logical story unit segmentation,Systematic evaluation of logical story unit segmentation	Jeroen Vendrig,Marcel Worring	IEEE Transactions on Multimedia	Crossref,IEEE Transactions on Multimedia, 4(4), 492 - 499. Institute of Electrical and Electronics Engineers Inc.,urn:issn:1520-9210,VOLUME=4;ISSUE=4;STARTPAGE=492;ENDPAGE=499;ISSN=1520-9210;TITLE=IEEE Transactions on Multimedia	2002-12-01
50|doi_dedup___::fda2399d9931483383c6f4c256bbbfba	10.1045/november2008-gazan	Social Annotations in Digital Library Collections,Social Annotations in Digital Library Collections	Rich Gazan	D-Lib Magazine	Crossref	2008-11-01
50|doi_________::ea395b86f5c10165282df2027222c6bc	10.1145/253671.253680	dealing with information overload,Cyberspace 2000: dealing with information overload,Cyberspace 2000	Hal Berghel	Communications of the ACM	Crossref	1997-02-01
50|doi_dedup___::2efe4f68568bc512f888c16d4cbf516a	10.18352/lq.7999	Manuscript Transcription by Crowdsourcing: Transcribe Bentham,Manuscript Transcription by Crowdsourcing: Transcribe Bentham	Valerie Wallace,M. Moyle,Justin Tonra	LIBER Quarterly: The Journal of the Association of European Research Libraries	Crossref,Liber Quarterly: The Journal of European Research Libraries, Vol 20, Iss 3-4, Pp 347-356 (2011),Liber Quarterly: The Journal of European Research Libraries, Vol 20, Iss 3-4 (2011)	2011-02-11
50|doi_________::a2bbacc66ca7909e325ddf1777603bdc	10.1007/978-3-642-12079-4_43	Social network data and practices: the case of friendfeed,Social Network Data and Practices: The Case of Friendfeed	Luca Rossi,Matteo Magnani,Fabio Celli,F. Marta L. Di Lascio,Barbara Pacelli	\N	Crossref,Advances in Social Computing ISBN: 9783642120787,SBP	2010-01-01
50|doi_________::d79c2f967c401235597aae9d430237e5	10.1076/jnmr.30.4.289.7494	Introduction: Preserving Electroacoustic Music,Introduction: Preserving Electroacoustic Music	Sergio Canazza,Alvise Vidolin	Journal of New Music Research	Crossref	2001-12-01
50|doi_dedup___::859c2e3d0ba7ba77b062f5617398c64a	10.1109/tpami.2007.1155,17627045	A Thousand Words in a Scene,A Thousand Words in a Scene	Pedro Quelhas,Tinne Tuytelaars,Daniel Gatica-Perez,Jean-Marc Odobez,Florent Monay	IEEE Transactions on Pattern Analysis and Machine Intelligence	Crossref	2007-09-01
50|doi_dedup___::c85ed48773b8ae23af496b58c1294399	10.1007/s10462-010-9199-1	A survey of grammatical inference methods for natural language learning,A survey of grammatical inference methods for natural language learning	Fernando Ferri,Arianna D'Ulizia,Patrizia Grifoni	Artificial Intelligence Review	Crossref,Artificial intelligence review 36 (2011): 1–27. doi:10.1007/s10462-010-9199-1,info:cnr-pdr/source/autori:D'Ulizia Arianna; Ferri Fernando; Grifoni Patrizia/titolo:A Survey of Grammatical Inference Methods for Natural Language Learning/doi:10.1007%2Fs10462-010-9199-1/rivista:Artificial intelligence review/anno:2011/pagina_da:1/pagina_a:27/intervallo_pagine:1–27/volume:36	2011-01-06
50|doi_________::51a71d681a14003ff6d19b72c0ed7f2a	10.1145/1277741.1277817	Towards musical query-by-semantic-description using the CAL500 data set,Towards musical query-by-semantic-description using the CAL500 data set	David A. Torres,Gert R. G. Lanckriet,Luke Barrington,Douglas Turnbull	Proceedings of the 30th annual international ACM SIGIR conference on Research and development in information retrieval	Crossref,SIGIR	2007-07-23
50|doi_________::72830ff70da9bd24f2d1bfba8a52f6ba	10.1093/llc/fqp010	TEI and cultural heritage ontologies: Exchange of information?,TEI and cultural heritage ontologies: Exchange of information?	Christian-Emil Ore,Øyvind Eide	Literary and Linguistic Computing	Crossref	2009-05-04
50|doi_________::f8b92972de5c9af1a0e4c9a59789289d	10.1016/j.patrec.2019.08.018	Dynamically enhanced static handwriting representation for Parkinson’s disease detection,Dynamically enhanced static handwriting representation for Parkinson’s disease detection	Miguel Ferrer,Giuseppe Pirlo,Donato Impedovo,Gennaro Vessio,Moises Diaz	Pattern Recognition Letters	Crossref	2019-12-01
50|doi_________::d2d4b51e0c0797ffd9ec1f40bd64806c	10.1515/9783110201796	A Narratological Approach,Computing Action	Jan Christoph Meister	\N	Crossref	2003-10-23
50|doi_________::f27bd6b9b8fdf9201aaa1a33b46a6f74	10.1016/0885-2308(91)90009-f	Applications of stochastic context-free grammars using the Inside-Outside algorithm,Applications of stochastic context-free grammars using the Inside-Outside algorithm	K. Lari,Steve Young	Computer Speech &amp; Language	Crossref	1991-07-01
50|doi_dedup___::114f97e8fc53de3b0c70060eb0c28837	10.1126/science.1110410,15879209	Cyberinfrastructure for e-Science.,Cyberinfrastructure for e-Science	Anne Trefethen,Tony Hey	Science	Crossref	2005-05-06
50|doi_dedup___::e735fcb89dab7c57ea5a1dcde422fcae	10.1045/july95-arms	Key concepts in the architecture of the digital library,Key Concepts in the Architecture of the Digital Library	William Y. Arms	D-Lib Magazine	Crossref	1995-07-01
50|doi_________::d6cd3dd91bbeeb2ad1d0057b067154c8	10.1093/llc/fqx012	The use of Gabor features for semi-automatically generated polyon-based ground truth of historical document images,The use of Gabor features for semi-automatically generated polyon-based ground truth of historical document images	Mathias Seuret,Rolf Ingold,Hao Wei,Marcus Liwicki	Digital Scholarship in the Humanities	Crossref	2017-04-01
50|doi_________::77e305c8ba206e01bebbbe4c7b5592d9	10.1007/978-3-540-85434-0	Semantic Digital Libraries,Semantic Digital Libraries	Bill McDaniel,Sebastian Ryszard Kruk	\N	Crossref,Semantic Digital Libraries	2009-01-01
50|doi_________::a8a9ab4694a6be36e31d308dfe5ec358	10.1007/978-3-642-04930-9	8th International Semantic Web Conference, ISWC 2009, Chantilly, VA, USA, October 25-29, 2009. Proceedings,The Semantic Web - ISWC 2009,The Semantic Web - ISWC 2009	Diana Maynard,Tom Heath,Enrico Motta,David R. Karger,Krishnaprasad Thirunarayan,Abraham Bernstein,Lee Feigenbaum	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783642049293,The Semantic Web - ISWC 2009	2009-01-01
50|doi_________::a8d9f178bd2832bd40a0eb1d0490496d	10.1109/5.18626	A tutorial on hidden Markov models and selected applications in speech recognition,A tutorial on hidden Markov models and selected applications in speech recognition	Lawrence R. Rabiner	Proceedings of the IEEE	Crossref	1989-01-01
50|doi_dedup___::9b77cabfddab96ba8d99df5d338e103e	10.1109/76.767124	Automated high-level movie segmentation for advanced video-retrieval systems,Automated high-level movie segmentation for advanced video-retrieval systems	Jan Biemond,Reginald L. Lagendijk,Alan Hanjalic	IEEE Transactions on Circuits and Systems for Video Technology	Crossref,IEEE Transactions on Circuits and Systems for Video Technology, 9 (4),urn:issn:1051-8215,ISSN=1051-8215;TITLE=IEEE Transactions on Circuits and Systems for Video Technology, 9 (4)	1999-06-01
50|doi_________::806353e74d2b73931a48b9e995369abd	10.3115/1072228.1072235	comparing syntagmatic and paradigmatic approaches,The computation of word associations: comparing syntagmatic and paradigmatic approaches,The computation of word associations	Reinhard Rapp	Proceedings of the 19th international conference on Computational linguistics  -	Crossref,COLING	2002-01-01
50|doi_________::e47d796be9458275d51f95dc8cf0e781	10.1109/icdar.2003.1227630	Rectifying the bound document image captured by the camera: a model based approach,Rectifying the bound document image captured by the camera: a model based approach	Huaigu Cao,Changsong Liu,Xiaoqing Ding	Seventh International Conference on Document Analysis and Recognition, 2003. Proceedings.	Crossref,ICDAR	2004-02-03
50|doi_dedup___::0d7137d91fb82d54bbe4f72662ce075b	10.3115/1073083.1073153,10.48550/arxiv.cs/0212032,cs/0212032	semantic orientation applied to unsupervised classification of reviews,Thumbs Up or Thumbs Down? Semantic Orientation Applied to Unsupervised Classification of Reviews,Thumbs up or thumbs down?	Peter D. Turney	Proceedings of the 40th Annual Meeting on Association for Computational Linguistics  - ACL '02	Crossref,ACL	2001-01-01
50|doi_________::6f4834fe293aa66ce3ad1944df4da78b	10.1007/bf00992696	Simple Statistical Gradient-Following Algorithms for Connectionist Reinforcement Learning,Simple statistical gradient-following algorithms for connectionist reinforcement learning	Ronald J. Williams	Machine Learning	Crossref	1992-05-01
50|doi_________::e009828e98f5a6d5078d6a76f5073f5e	10.5860/crl-299	The Inevitability of Open Access,The Inevitability of Open Access	David W. Lewis	College &amp; Research Libraries	Crossref	2012-09-01
50|doi_________::e744f177b7b281cba90e702244ad03cb	10.1145/205323.205345	The roles of digital libraries in teaching and learning,The roles of digital libraries in teaching and learning	Hermann A. Maurer,Gary Marchionini	Communications of the ACM	Crossref	1995-04-01
50|doi_________::e791baf3c240226f3e07ac04cb9d27d3	10.1007/978-3-642-35834-0_12	Learning to Recognize Critical Cells in Document Tables,Learning to Recognize Critical Cells in Document Tables	Stefano Ferilli,Nicola Di Mauro,Floriana Esposito	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642358333,IRCDL	2013-01-01
50|doi_dedup___::3fabaf5bfd9a287df135aa663f6d103d	10.1145/1121949.1121979	from finding to understanding,Exploratory search: from finding to understanding,Exploratory search	Gary Marchionini	Communications of the ACM	Crossref,Scopus - Elsevier	2006-04-01
50|doi_dedup___::9e5eacc01ab6cfe17dd265bf5c55b898	10.1145/2660114.2660117	Segmenting Ancient Maya Glyphs via Crowdsourcing,Is That a Jaguar?: Segmenting Ancient Maya Glyphs via Crowdsourcing,Is That a Jaguar?	Jean-Marc Odobez,Gulcan Can,Daniel Gatica-Perez	Proceedings of the 2014 International ACM Workshop on Crowdsourcing for Multimedia	Crossref,CrowdMM	2014-11-07
50|doi_dedup___::a34d51c98c8a43a83eb8a49ea709f0f6	10.2139/ssrn.3199512,10.1016/j.websem.2011.03.003,1871/24401	Design and use of the Simple Event Model (SEM),Design and use of the Simple Event Model (SEM)	Véronique Malaisé,Roxane Segers,Guus Schreiber,Laura Hollink,Willem Robert van Hage	SSRN Electronic Journal	Crossref,Journal of Web Semantics, 9(2), 128 - 136. Elsevier,urn:issn:1570-8268,VOLUME=9;ISSUE=2;STARTPAGE=128;ENDPAGE=136;ISSN=1570-8268;TITLE=Journal of Web Semantics,van Hage , W R , Malaisé , V , Segers , R H & Hollink , L 2011 , ' Design and Use of the Simple Event Model (SEM) ' , Journal of Web Semantics , vol. 9 , no. 2 , pp. 128-136 . https://doi.org/10.1016/j.websem.2011.03.003,Journal of Web Semantics	2011-01-01
50|doi_dedup___::d38bd57c2a107ec8390b7d1ab4cec7ed	10.1109/iccv.2017.629,10.48550/arxiv.1612.03242,1612.03242	StackGAN: Text to Photo-Realistic Image Synthesis with Stacked Generative Adversarial Networks,StackGAN: Text to Photo-Realistic Image Synthesis with Stacked Generative Adversarial Networks	Han Zhang,Tao Xu,Hongsheng Li,Shaoting Zhang,Xiaogang Wang,Xiaolei Huang,Dimitris Metaxas	2017 IEEE International Conference on Computer Vision (ICCV)	Crossref,ICCV	2017-10-01
50|doi_________::5e8ebebfccd8349e55939f1854548ff6	10.1007/bf03037383	A logic-based calculus of events,A logic-based calculus of events	Robert A. Kowalski,Marek Sergot	New Generation Computing	Crossref	1986-03-01
